Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
2009,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,A,33849.2780629159,143571.330801811,290542.170464582,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,B,33211.2780548322,141140.661679802,286110.366330225,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,C,27274.6354220147,117350.807171888,240538.357117871,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,A,20.3135863795961,86.1598473224551,174.359803647145,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,B,19.9307106133744,84.7011572115945,171.700194897636,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,C,16.3680200678809,70.424419503738,144.351577774806,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,A,31.7442311182701,134.642797948575,272.473693284938,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,B,31.1459075832032,132.363289291472,268.31749785736,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,C,25.5784578003023,110.052897963019,225.579558505389,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,absolute number,A,703529.943082679,2984014.31190234,6038684.67357371,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,absolute number,B,690269.627499594,2933494.81468052,5946573.19915462,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,absolute number,C,566881.298631686,2439041.87666543,4999395.74421043,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,A,421.199957078384,1786.51486330105,3615.33116014115,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,B,413.261070596924,1756.26908588863,3560.18446815851,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,C,339.389077891948,1460.242515425,2993.1139300944,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,crude rate,A,659.778240183719,2798.44195794035,5663.1459486958,EPA,attributable,25,150
2009,us,All,All Origins,A,666,1,nvss,YLL,crude rate,B,647.342568090854,2751.06420906171,5576.76277895228,EPA,attributable,25,150
