"label","exposure_spline","mrbrt","rr","interpolated"
"neo_lung",0,1,1,"not interpolated"
"neo_lung",0.01,1.00014198546979,1,"not interpolated"
"neo_lung",0.02,1.00028394464646,1,"not interpolated"
"neo_lung",0.03,1.00042587753312,1,"not interpolated"
"neo_lung",0.04,1.00056778413284,1,"not interpolated"
"neo_lung",0.05,1.00070966444871,1,"not interpolated"
"neo_lung",0.06,1.00085151848381,1,"not interpolated"
"neo_lung",0.07,1.00099334624123,1,"not interpolated"
"neo_lung",0.08,1.00113514772405,1,"not interpolated"
"neo_lung",0.09,1.00127692293537,1,"not interpolated"
"neo_lung",0.1,1.00141867187826,1,"not interpolated"
"neo_lung",0.11,1.00156039455582,1,"not interpolated"
"neo_lung",0.12,1.00170209097112,1,"not interpolated"
"neo_lung",0.13,1.00184376112726,1,"not interpolated"
"neo_lung",0.14,1.00198540502731,1,"not interpolated"
"neo_lung",0.15,1.00212702267437,1,"not interpolated"
"neo_lung",0.16,1.00226861407151,1,"not interpolated"
"neo_lung",0.17,1.00241017922184,1,"not interpolated"
"neo_lung",0.18,1.00255171812842,1,"not interpolated"
"neo_lung",0.19,1.00269323079435,1,"not interpolated"
"neo_lung",0.2,1.00283471722271,1,"not interpolated"
"neo_lung",0.21,1.00297617741658,1,"not interpolated"
"neo_lung",0.22,1.00311761137906,1,"not interpolated"
"neo_lung",0.23,1.00325901911323,1,"not interpolated"
"neo_lung",0.24,1.00340040062217,1,"not interpolated"
"neo_lung",0.25,1.00354175590897,1,"not interpolated"
"neo_lung",0.26,1.00368308497671,1,"not interpolated"
"neo_lung",0.27,1.00382438782849,1,"not interpolated"
"neo_lung",0.28,1.00396566446738,1,"not interpolated"
"neo_lung",0.29,1.00410691489647,1,"not interpolated"
"neo_lung",0.3,1.00424813911885,1,"not interpolated"
"neo_lung",0.31,1.0043893371376,1,"not interpolated"
"neo_lung",0.32,1.00453050895581,1,"not interpolated"
"neo_lung",0.33,1.00467165457657,1,"not interpolated"
"neo_lung",0.34,1.00481277400295,1,"not interpolated"
"neo_lung",0.35,1.00495386723804,1,"not interpolated"
"neo_lung",0.36,1.00509493428494,1,"not interpolated"
"neo_lung",0.37,1.00523597514672,1,"not interpolated"
"neo_lung",0.38,1.00537698982647,1,"not interpolated"
"neo_lung",0.39,1.00551797832728,1,"not interpolated"
"neo_lung",0.4,1.00565894065223,1,"not interpolated"
"neo_lung",0.41,1.00579987680441,1,"not interpolated"
"neo_lung",0.42,1.0059407867869,1,"not interpolated"
"neo_lung",0.43,1.0060816706028,1,"not interpolated"
"neo_lung",0.44,1.00622252825517,1,"not interpolated"
"neo_lung",0.45,1.00636335974711,1,"not interpolated"
"neo_lung",0.46,1.00650416508172,1,"not interpolated"
"neo_lung",0.47,1.00664494426206,1,"not interpolated"
"neo_lung",0.48,1.00678569729122,1,"not interpolated"
"neo_lung",0.49,1.0069264241723,1,"not interpolated"
"neo_lung",0.5,1.00706712490838,1,"not interpolated"
"neo_lung",0.51,1.00720779950254,1,"not interpolated"
"neo_lung",0.52,1.00734844795787,1,"not interpolated"
"neo_lung",0.53,1.00748907027745,1,"not interpolated"
"neo_lung",0.54,1.00762966646437,1,"not interpolated"
"neo_lung",0.55,1.00777023652172,1,"not interpolated"
"neo_lung",0.56,1.00791078045257,1,"not interpolated"
"neo_lung",0.57,1.00805129826003,1,"not interpolated"
"neo_lung",0.58,1.00819178994716,1,"not interpolated"
"neo_lung",0.59,1.00833225551706,1,"not interpolated"
"neo_lung",0.6,1.00847269497282,1,"not interpolated"
"neo_lung",0.61,1.00861310831751,1,"not interpolated"
"neo_lung",0.62,1.00875349555423,1,"not interpolated"
"neo_lung",0.63,1.00889385668605,1,"not interpolated"
"neo_lung",0.64,1.00903419171607,1,"not interpolated"
"neo_lung",0.65,1.00917450064737,1,"not interpolated"
"neo_lung",0.66,1.00931478348304,1,"not interpolated"
"neo_lung",0.67,1.00945504022616,1,"not interpolated"
"neo_lung",0.68,1.00959527087981,1,"not interpolated"
"neo_lung",0.69,1.00973547544709,1,"not interpolated"
"neo_lung",0.7,1.00987565393108,1,"not interpolated"
