"variable","scenario","pm","pop_size","prop","STATEFP"
"AAAA00024","A",5.69,2,0.00120192307692308,38
"AAAA00024","A",6.27,1,0.000600961538461538,38
"AAAA00024","A",6.44,1,0.000600961538461538,38
"AAAA00024","A",6.58,3,0.00180288461538462,38
"AAAA00024","A",6.72,3,0.00180288461538462,38
"AAAA00024","A",6.79,2,0.00120192307692308,38
"AAAA00024","A",6.84,2,0.00120192307692308,38
"AAAA00024","A",6.91,8,0.00480769230769231,38
"AAAA00024","A",6.96,3,0.00180288461538462,38
"AAAA00024","A",6.99,3,0.00180288461538462,38
"AAAA00024","A",7.01,1,0.000600961538461538,38
"AAAA00024","A",7.03,6,0.00360576923076923,38
"AAAA00024","A",7.04,5,0.00300480769230769,38
"AAAA00024","A",7.05,3,0.00180288461538462,38
"AAAA00024","A",7.06,2,0.00120192307692308,38
"AAAA00024","A",7.1,2,0.00120192307692308,38
"AAAA00024","A",7.12,3,0.00180288461538462,38
"AAAA00024","A",7.15,1,0.000600961538461538,38
"AAAA00024","A",7.18,6,0.00360576923076923,38
"AAAA00024","A",7.19,6,0.00360576923076923,38
"AAAA00024","A",7.2,4,0.00240384615384615,38
"AAAA00024","A",7.21,3,0.00180288461538462,38
"AAAA00024","A",7.23,2,0.00120192307692308,38
"AAAA00024","A",7.24,1,0.000600961538461538,38
"AAAA00024","A",7.25,9,0.00540865384615385,38
"AAAA00024","A",7.26,4,0.00240384615384615,38
"AAAA00024","A",7.28,5,0.00300480769230769,38
"AAAA00024","A",7.3,4,0.00240384615384615,38
"AAAA00024","A",7.33,2,0.00120192307692308,38
"AAAA00024","A",7.34,2,0.00120192307692308,38
"AAAA00024","A",7.4,2,0.00120192307692308,38
"AAAA00024","A",7.43,22,0.0132211538461538,38
"AAAA00024","A",7.44,4,0.00240384615384615,38
"AAAA00024","A",7.47,9,0.00540865384615385,38
"AAAA00024","A",7.48,1,0.000600961538461538,38
"AAAA00024","A",7.5,5,0.00300480769230769,38
"AAAA00024","A",7.54,4,0.00240384615384615,38
"AAAA00024","A",7.6,3,0.00180288461538462,38
"AAAA00024","A",7.62,13,0.0078125,38
"AAAA00024","A",7.63,22,0.0132211538461538,38
"AAAA00024","A",7.66,9,0.00540865384615385,38
"AAAA00024","A",7.68,2,0.00120192307692308,38
"AAAA00024","A",7.72,5,0.00300480769230769,38
"AAAA00024","A",7.74,2,0.00120192307692308,38
"AAAA00024","A",7.8,1,0.000600961538461538,38
"AAAA00024","A",7.85,6,0.00360576923076923,38
"AAAA00024","A",7.86,5,0.00300480769230769,38
"AAAA00024","A",7.87,7,0.00420673076923077,38
"AAAA00024","A",7.88,8,0.00480769230769231,38
"AAAA00024","A",7.9,16,0.00961538461538462,38
"AAAA00024","A",7.91,5,0.00300480769230769,38
"AAAA00024","A",7.93,3,0.00180288461538462,38
"AAAA00024","A",7.95,6,0.00360576923076923,38
"AAAA00024","A",7.96,41,0.0246394230769231,38
"AAAA00024","A",7.97,8,0.00480769230769231,38
"AAAA00024","A",8.03,3,0.00180288461538462,38
"AAAA00024","A",8.06,9,0.00540865384615385,38
"AAAA00024","A",8.07,4,0.00240384615384615,38
"AAAA00024","A",8.08,2,0.00120192307692308,38
