Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2009,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,964.127307157002,1396.59391773845,1776.28763694887,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,417.106749385537,604.203143003225,768.468600278747,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,23.2812666610403,33.7242552665932,42.8929103402955,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,32216.1887097849,46667.00431655,59354.4206143761,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,11054.9213949288,16013.6901699849,20367.3519622194,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,777.940500789861,1126.89160829732,1433.26102639868,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,440.994705863669,638.850645915712,812.543012944838,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,350.223188376749,507.353732673412,645.294378601372,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,21.3826396998282,30.9761387199991,39.3980114849349,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,13404.5924891385,19418.674319801,24698.2737515889,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,9004.69698427199,13044.7291275552,16591.3638439859,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,649.952409194862,941.558959569402,1197.55244635797,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,523.295921703703,757.970993410026,964.032810920205,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,497.427081888246,720.501123303931,916.376390665013,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,25.1727505715362,36.4616156293562,46.3740619515314,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,18822.0345627584,27262.8844289173,34674.5658320784,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,13321.4030851296,19295.4630664373,24541.1231559913,EPA,attributable
2009,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,905.419594623599,1311.46022953019,1667.99350169872,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4032.98446424501,5808.98304492645,7383.55653498467,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,322.871219999071,465.053475731758,591.110113990707,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,24.2818769153059,34.974846184142,44.4550710693759,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,97551.9051015699,140510.673363424,178597.267804685,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,7405.19959701076,10666.2148799982,13557.3817261432,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,587.342543352287,845.989590623462,1075.30215221276,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1935.06740007221,2787.30335120092,3542.83765095372,EPA,attributable
2009,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,262.300012416034,377.821311857133,480.234621180883,EPA,attributable
