Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source
2006,American Indian or Alaska Native,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,113.632494316022,77.4944628640649,166.238979006627,wonder
2006,American Indian or Alaska Native,All Origins,666,A,us,YLL,crude rate,attributable,144.272828039625,99.9052637685352,206.984582686109,wonder
2006,American Indian or Alaska Native,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,52.250917298741,35.5452444499123,76.4450088316546,wonder
2006,American Indian or Alaska Native,All Origins,666,F,us,YLL,crude rate,attributable,56.2048835694117,38.9169889556998,80.9228157916011,wonder
2006,American Indian or Alaska Native,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,61.4459585208329,41.5767765924844,89.7645723560482,wonder
2006,American Indian or Alaska Native,All Origins,666,M,us,YLL,crude rate,attributable,88.296585142423,60.736759747678,127.620203482415,wonder
2006,Asian or Pacific Islander,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,99.4916993563656,74.1123692794628,132.574110366774,wonder
2006,Asian or Pacific Islander,All Origins,666,A,us,YLL,crude rate,attributable,150.693222291848,114.68004897258,200.402034664051,wonder
2006,Asian or Pacific Islander,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,39.7036462359348,29.3458201131913,52.8964155205406,wonder
2006,Asian or Pacific Islander,All Origins,666,F,us,YLL,crude rate,attributable,54.6883595541722,41.3372568295494,72.3744808531017,wonder
2006,Asian or Pacific Islander,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,59.9580794019119,44.9299001119271,79.8916097058889,wonder
2006,Asian or Pacific Islander,All Origins,666,M,us,YLL,crude rate,attributable,96.2351276649633,72.7135613592994,127.557989145381,wonder
2006,Black or African American,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,265.744375834109,202.716401707241,346.864722712288,wonder
2006,Black or African American,All Origins,666,A,us,YLL,crude rate,attributable,446.06519522743,344.30577023159,579.12533311469,wonder
2006,Black or African American,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,117.107230656701,89.1591200843688,151.832917034315,wonder
2006,Black or African American,All Origins,666,F,us,YLL,crude rate,attributable,184.78876014239,144.543861977188,239.537779229981,wonder
2006,Black or African American,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,148.058661434778,112.995498614863,194.482059224442,wonder
2006,Black or African American,All Origins,666,M,us,YLL,crude rate,attributable,260.179018090739,198.721087548448,338.251223140943,wonder
2006,White,Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,127.481861427152,92.0156020532745,172.244829722732,wonder
2006,White,Hispanic or Latino,666,A,us,YLL,crude rate,attributable,138.444844852531,103.783721849529,184.667762170381,wonder
2006,White,Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,53.2469616664069,38.5556980568398,72.4160599552897,wonder
2006,White,Hispanic or Latino,666,F,us,YLL,crude rate,attributable,50.7868394879112,37.8711113508416,67.5115209817236,wonder
2006,White,Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,73.9942151278955,53.3036672151786,100.089581834449,wonder
2006,White,Hispanic or Latino,666,M,us,YLL,crude rate,attributable,87.4842909986011,65.4426942719742,117.073149049108,wonder
2006,White,Not Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,171.962359848075,124.52264169518,238.840678589062,wonder
2006,White,Not Hispanic or Latino,666,A,us,YLL,crude rate,attributable,405.974544890328,295.925289677351,562.614339977152,wonder
2006,White,Not Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,72.5294076758406,52.4436468472426,100.553382452517,wonder
2006,White,Not Hispanic or Latino,666,F,us,YLL,crude rate,attributable,164.750206423279,121.570912929425,226.715896102438,wonder
2006,White,Not Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,99.0413742850183,71.1312315813698,138.316948038631,wonder
2006,White,Not Hispanic or Latino,666,M,us,YLL,crude rate,attributable,240.480086635866,173.634125352083,334.155553679363,wonder
