Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,label_cause,lower,mean,upper,method,attr
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,all-cause,1045.12886354462,1517.49994200717,1930.64141091651,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,all-cause,383.696412569794,557.117216960456,708.793153807799,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,all-cause,23.477020370703,34.0880232990733,43.3685350329765,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,all-cause,33101.4722282455,48062.4772110412,61147.5534504031,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,all-cause,10160.1292666803,14752.2435852375,18768.5624105628,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,all-cause,743.567578037328,1079.64079445968,1373.57450171739,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,all-cause,473.250122448841,687.147290766404,874.22410125004,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,all-cause,320.740734260415,465.707489825946,592.497004949852,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,all-cause,21.3535952518479,31.0048839491125,39.4460069464046,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,all-cause,13605.1012943197,19754.2653483515,25132.3917041947,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,all-cause,8239.59317199177,11963.6823248018,15220.8115619223,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,all-cause,613.87797407427,891.335399056135,1134.00270745897,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,all-cause,571.884273620746,830.360592602057,1056.42741190988,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,all-cause,457.062921789886,663.643076231129,844.320821220325,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,all-cause,25.5824551879034,37.1450372564895,47.257825002511,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,all-cause,19496.6933128796,28308.6746039802,36015.7504016018,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,all-cause,12246.0348900489,17780.9134773829,22621.7917536789,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,all-cause,872.157717908866,1266.34956212405,1611.11498113815,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,all-cause,4625.12020177271,6678.52405400347,8491.44912863655,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,all-cause,289.994859773188,418.743202779959,532.41353562796,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,all-cause,24.7158285391984,35.6888574161588,45.3768100193951,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,all-cause,106537.506151023,153836.71481888,195596.605992311,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,all-cause,6691.46282983522,9662.25600977813,12285.1328693966,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,all-cause,569.317686924816,822.076335451713,1045.23384596625,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,all-cause,2229.30548607224,3219.10293308085,4092.95487363946,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,all-cause,234.380689643338,338.444224087794,430.317689502869,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,all-cause,22.8581189912455,33.0069783388336,41.9669938067954,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,all-cause,46272.6986216152,66817.4822988709,84955.6368667424,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,all-cause,5215.37675490618,7530.97083990046,9575.31475171163,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,all-cause,474.455770080426,685.111112238809,871.090152789456,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,all-cause,2396.26309641149,3460.05795651149,4399.30262426406,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,all-cause,361.1014836407,521.408547938741,662.946696873632,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,all-cause,26.7428258350578,38.6150116190343,49.0971897253655,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,all-cause,60286.8539620707,87050.5450911842,110680.71583673,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,all-cause,8485.38253624461,12252.3755436307,15578.3251494748,EPA,attributable
2013,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,all-cause,672.814616252124,971.503325201076,1235.22125402415,EPA,attributable
2013,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,all-cause,22818.4250178039,33014.8435925032,41987.7372238723,EPA,attributable
2013,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,all-cause,677.000811929389,979.518783632402,1245.73594231242,EPA,attributable
2013,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,all-cause,52.1519858966083,75.4561130346001,95.9638484172922,EPA,attributable
2013,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,all-cause,642817.335255422,930060.412383797,1182835.59599733,EPA,attributable
2013,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,all-cause,17630.7869935407,25509.1082995572,32442.0660390564,EPA,attributable
2013,us,Black or African American,All Origins,A,666,wonder,YLL,crude rate,all-cause,1469.17241554485,2125.67245424644,2703.39540403547,EPA,attributable
2013,us,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,all-cause,11207.9932032493,16214.649229151,20621.290202685,EPA,attributable
2013,us,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,all-cause,547.037134481096,791.400841353055,1006.47915262025,EPA,attributable
2013,us,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,all-cause,49.1697087879649,71.1340171463714,90.4660464822713,EPA,attributable
2013,us,Black or African American,All Origins,F,666,wonder,YLL,absolute number,all-cause,280122.937893253,405254.990488532,515390.783164537,EPA,attributable
2013,us,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,all-cause,13737.5562498148,19874.1783490643,25275.3663359656,EPA,attributable
2013,us,Black or African American,All Origins,F,666,wonder,YLL,crude rate,all-cause,1228.90539200606,1777.86241531746,2261.03052175786,EPA,attributable
2013,us,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,all-cause,11603.8202060305,16790.865253136,21354.616399002,EPA,attributable
2013,us,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,all-cause,852.506288067503,1233.58669440202,1568.87511493477,EPA,attributable
2013,us,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,all-cause,55.3638639557987,80.1121667751839,101.886624934793,EPA,attributable
2013,us,Black or African American,All Origins,M,666,wonder,YLL,absolute number,all-cause,362203.5618807,524112.843336202,666566.52593555,EPA,attributable
2013,us,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,all-cause,22461.5625549537,32502.1470118183,41336.2188974579,EPA,attributable
2013,us,Black or African American,All Origins,M,666,wonder,YLL,crude rate,all-cause,1728.13680048637,2500.63441528266,3180.30595132852,EPA,attributable
2013,us,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,all-cause,12070.0769135246,17439.7147714397,22175.4878181312,EPA,attributable
2013,us,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,all-cause,422.632379501571,610.649642457827,776.472200660412,EPA,attributable
2013,us,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,all-cause,24.9263292546889,36.015352314257,45.7953594412242,EPA,attributable
2013,us,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,all-cause,341423.630972869,493313.404964658,627273.183402614,EPA,attributable
2013,us,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,all-cause,10340.207324349,14940.2748388569,18997.322320384,EPA,attributable
2013,us,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,all-cause,705.085634659473,1018.75840941183,1295.40333621326,EPA,attributable
2013,us,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,all-cause,5499.42412659151,7945.82485381598,10103.5000048991,EPA,attributable
2013,us,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,all-cause,334.418500400981,483.183469922496,614.391114899115,EPA,attributable
2013,us,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,all-cause,23.0022575382067,33.2347361166776,42.2595718752106,EPA,attributable
2013,us,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,all-cause,134733.958176193,194669.916137733,247532.19896443,EPA,attributable
2013,us,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,all-cause,7750.48975732171,11198.2696233946,14239.1405897264,EPA,attributable
2013,us,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,all-cause,563.547224904002,814.23935358784,1035.3446576428,EPA,attributable
2013,us,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,all-cause,6570.14047390159,9493.17425684526,12071.0817207491,EPA,attributable
2013,us,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,all-cause,528.701738536641,763.919394686074,971.364602800959,EPA,attributable
2013,us,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,all-cause,26.8007002375649,38.7242431986529,49.2399582666506,EPA,attributable
2013,us,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,all-cause,206653.481616822,298592.932611572,379676.975611548,EPA,attributable
2013,us,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,all-cause,13221.2078342329,19103.2795044347,24290.8474861362,EPA,attributable
2013,us,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,all-cause,842.974063623427,1218.01043855398,1548.7657913694,EPA,attributable
2013,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,all-cause,140271.719525786,203433.97350823,258792.430482886,EPA,attributable
2013,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,all-cause,492.472162217625,714.224999456888,908.579920716186,EPA,attributable
2013,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,all-cause,69.8344187958165,101.279811435257,128.840075765998,EPA,attributable
2013,us,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,all-cause,2829423.0761121,4103469.90152603,5220106.21390302,EPA,attributable
2013,us,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,all-cause,12150.1816489984,17621.2264315199,22416.3149235141,EPA,attributable
2013,us,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,all-cause,1408.63116753507,2042.91668048255,2598.83520878444,EPA,attributable
2013,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,all-cause,70577.4954823415,102355.462135876,130208.181227396,EPA,attributable
2013,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,all-cause,403.157729796866,584.682064232975,743.784323683603,EPA,attributable
2013,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,all-cause,69.2319089462949,100.40401669566,127.725713206318,EPA,attributable
2013,us,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,all-cause,1253436.52872824,1817804.30545409,2312460.78617963,EPA,attributable
2013,us,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,all-cause,9584.42403489159,13899.8719732549,17682.2712844439,EPA,attributable
2013,us,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,all-cause,1229.53928917165,1783.14718165181,2268.3728502483,EPA,attributable
2013,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,all-cause,69692.3166325402,101075.789969363,128580.79288275,EPA,attributable
2013,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,all-cause,595.021192933676,862.96797165447,1097.80102694605,EPA,attributable
2013,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,all-cause,70.4534185725721,102.179627286776,129.985009238907,EPA,attributable
2013,us,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,all-cause,1575526.8834204,2285009.76943176,2906812.48187543,EPA,attributable
2013,us,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,all-cause,14929.6478143272,21652.6874081972,27544.8721779193,EPA,attributable
2013,us,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,all-cause,1592.73303505209,2309.96410374778,2938.55745357625,EPA,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,,1330.42647634262,1330.42647634262,1330.42647634262,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,,487.826382839231,487.826382839231,487.826382839231,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,,29.8857400042369,29.8857400042369,29.8857400042369,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,,41951.9711494634,41951.9711494634,41951.9711494634,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,,12883.8973427382,12883.8973427382,12883.8973427382,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,,942.378797124327,942.378797124327,942.378797124327,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,,603.733895032596,603.733895032596,603.733895032596,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,,408.078877779083,408.078877779083,408.078877779083,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,,27.2411746406707,27.2411746406707,27.2411746406707,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,,17292.3542685977,17292.3542685977,17292.3542685977,burnett,attributable
2013,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,,10465.1374592754,10465.1374592754,10465.1374592754,burnett,attributable
