Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,980.778760268468,1413.53868260881,1796.7458282312,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,547.076655183318,788.469373299012,1002.22164033634,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,28.5987020745142,41.2176255159369,52.3916307395819,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,33201.7734459887,47851.7612721062,60824.2657218927,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,14246.2548854531,20532.2884004752,26098.5454317441,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,968.136409140257,1395.31800626182,1773.58556766191,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,446.552384293192,643.65208727033,818.154718945202,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,458.251485276825,660.514948229454,839.589325530777,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,26.0112399814997,37.4921050597041,47.6567128180587,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,13597.0083182242,19598.4683824035,24911.8735234169,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,11490.8691163148,16562.7195182774,21053.0928127841,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,792.012446547737,1141.59163022143,1451.09228703819,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,534.478144627034,770.23719703502,979.034794025923,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,655.84078082323,945.133060726078,1201.34181392044,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,31.2070313354198,44.9724962287297,57.163739626722,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,19622.0396907462,28277.3486688717,35942.8346698884,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,17351.9257560467,25005.8843225919,31784.5345582444,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,1145.68876884811,1651.05367705513,2098.62494678756,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,3961.29645095087,5660.39253260115,7187.11964657576,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,426.33282520161,609.197309530993,773.510657918855,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,28.3617991000143,40.5268623100195,51.457810857609,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,100355.664729122,143400.642257055,182078.816506326,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,9761.79797101451,13948.8697763653,17711.1738169812,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,718.519110306056,1026.70937579826,1303.63452421775,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1876.16816352546,2681.00871388897,3404.14823126022,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,347.670909029197,496.81513352272,630.819418558114,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,25.9659069347595,37.1047884243536,47.1129389590186,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,43721.204650384,62476.7720336663,79328.422884813,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,7739.58498011185,11059.7201130273,14042.8214447624,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,605.095403012384,864.669851961458,1097.89436040622,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,2085.86484841729,2980.41517257888,3784.27797402846,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,528.910735762899,755.740997794618,959.575712248785,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,30.9406270587722,44.209918204931,56.133998120724,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,56668.8193804089,80971.9811049396,102811.342335146,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,12253.4372066688,17508.4834449889,22230.7847809615,EPA,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,840.595596421585,1201.09597296242,1525.04962295003,EPA,attributable
2004,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,29519.3718837903,42194.9248165179,53580.8983929882,EPA,attributable
2004,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,1117.1362546287,1596.83208909158,2027.72485762993,EPA,attributable
2004,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,76.2010527115227,108.921616041153,138.313270311041,EPA,attributable
2004,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,876873.956671675,1253401.69231857,1591622.42885264,EPA,attributable
2004,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,29443.143152367,42085.9636365874,53442.5348827787,EPA,attributable
2004,us,Black or African American,All Origins,A,666,wonder,YLL,crude rate,2263.55489055617,3235.52034918214,4108.60044974197,EPA,attributable
2004,us,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,14610.0208993388,20879.49098112,26513.0063501707,EPA,attributable
2004,us,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,903.32705529313,1290.96386883664,1639.28006114978,EPA,attributable
2004,us,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,72.0510127312075,102.969631656714,130.751966149835,EPA,attributable
2004,us,Black or African American,All Origins,F,666,wonder,YLL,absolute number,383525.307351227,548104.157485058,695988.662802968,EPA,attributable
2004,us,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,22932.8744578705,32773.8576634024,41616.6034476176,EPA,attributable
2004,us,Black or African American,All Origins,F,666,wonder,YLL,crude rate,1891.39953961011,2703.03922910684,3432.34882070991,EPA,attributable
2004,us,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,14897.4622540529,21298.9951913314,27047.1073368015,EPA,attributable
2004,us,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,1416.46461017307,2025.12833436177,2571.66420003576,EPA,attributable
2004,us,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,80.6948908239798,115.369991365971,146.505715968765,EPA,attributable
2004,us,Black or African American,All Origins,M,666,wonder,YLL,absolute number,492367.283369295,703940.592163511,893918.073784396,EPA,attributable
2004,us,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,37734.2060822808,53948.8310283558,68508.3878563801,EPA,attributable
2004,us,Black or African American,All Origins,M,666,wonder,YLL,crude rate,2666.99948616925,3813.02588739558,4842.07445130394,EPA,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,11175.6822652429,15998.703876726,20318.6979743045,EPA,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,602.508513981445,862.529469755451,1095.43097521751,EPA,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,29.3709429416758,42.0463831694193,53.3998108293097,EPA,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,356005.820633292,509645.099737369,647260.236544052,EPA,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,14834.8157437248,21236.9874623031,26971.430776862,EPA,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,935.623114236562,1339.40432356821,1701.07229471576,EPA,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,4916.34114282792,7038.24329206328,8938.7491377077,EPA,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,472.312068078559,676.162851262661,858.744128735888,EPA,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,26.5220824865194,37.9690635229028,48.22168256213,EPA,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,133458.236396676,191059.064007344,242649.901797617,EPA,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,10913.2898664707,15623.4864435888,19842.2276952403,EPA,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,719.96434978514,1030.70232682942,1309.0183377959,EPA,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,6260.0528715993,8961.43350005835,11381.1773580147,EPA,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,762.897217310044,1092.10781770233,1386.99603888861,EPA,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,32.0808771124671,45.9246355843431,58.3250908109956,EPA,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,222597.173477712,318653.821035835,404695.928725498,EPA,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,19214.8073950266,27506.5118807806,34933.7514152689,EPA,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,1140.74317172606,1633.00443043336,2073.94420201464,EPA,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,170568.855375319,245064.260537074,311394.58454956,EPA,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,692.533106435709,994.994738357535,1264.30501330882,EPA,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,85.8770207814064,123.383536511482,156.779144409088,EPA,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,3534665.80876893,5078419.86021192,6452970.49464985,EPA,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,16810.4057607348,24152.2970182207,30689.479075504,EPA,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,1779.61309787213,2556.85345904731,3248.90426245443,EPA,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,87988.7154185294,126410.538378827,160624.390984794,EPA,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,564.636414195218,811.194853421815,1030.75013342956,EPA,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,86.927418565266,124.885807554395,158.68698162612,EPA,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,1590519.63281736,2285048.05565324,2903511.50321313,EPA,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,13192.8070260664,18953.678673002,24083.6178123765,EPA,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,1571.33520134415,2257.48640414503,2868.49010749078,EPA,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,82583.7088859168,118658.713991093,150776.51587642,EPA,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,849.728414552273,1220.91490286237,1551.38454685261,EPA,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,84.7890700543586,121.827442105432,154.802935586949,EPA,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,1943231.39627886,2792092.30949044,3547838.47111234,EPA,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,20899.665689827,30029.2574292646,38157.3898557546,EPA,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,1995.12452532893,2866.65389120096,3642.5819175093,EPA,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,1230.02727042788,1230.02727042788,1230.02727042788,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,687.996146335099,687.996146335099,687.996146335099,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,35.8665836532448,35.8665836532448,35.8665836532448,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,41384.3942078022,41384.3942078022,41384.3942078022,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,17802.1106688228,17802.1106688228,17802.1106688228,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1206.73490131374,1206.73490131374,1206.73490131374,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,561.633281252504,561.633281252504,561.633281252504,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,576.652323154392,576.652323154392,576.652323154392,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,32.7145897639286,32.7145897639286,32.7145897639286,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,17007.1687661037,17007.1687661037,17007.1687661037,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,14387.3431350606,14387.3431350606,14387.3431350606,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,990.650959979057,990.650959979057,990.650959979057,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,668.693613719329,668.693613719329,668.693613719329,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,825.446129284434,825.446129284434,825.446129284434,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,39.0435844139073,39.0435844139073,39.0435844139073,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,24397.9293826016,24397.9293826016,24397.9293826016,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,21668.4761870005,21668.4761870005,21668.4761870005,burnett,attributable
2004,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,1424.5427140777,1424.5427140777,1424.5427140777,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4935.65572784366,4935.65572784366,4935.65572784366,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,529.505625787968,529.505625787968,529.505625787968,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,35.3379450170499,35.3379450170499,35.3379450170499,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,123505.084296463,123505.084296463,123505.084296463,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,12039.3330286892,12039.3330286892,12039.3330286892,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,884.262622608263,884.262622608263,884.262622608263,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,2345.13454113999,2345.13454113999,2345.13454113999,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,432.460478047474,432.460478047474,432.460478047474,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,32.4563364993399,32.4563364993399,32.4563364993399,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,53924.7184753531,53924.7184753531,53924.7184753531,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,9560.25532342206,9560.25532342206,9560.25532342206,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,746.310617904865,746.310617904865,746.310617904865,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,2591.37361954541,2591.37361954541,2591.37361954541,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,656.244140790625,656.244140790625,656.244140790625,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,38.4390794989105,38.4390794989105,38.4390794989105,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,69620.5226128871,69620.5226128871,69620.5226128871,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,15098.1880439909,15098.1880439909,15098.1880439909,burnett,attributable
2004,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,1032.71438100922,1032.71438100922,1032.71438100922,burnett,attributable
2004,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,36555.6709229072,36555.6709229072,36555.6709229072,burnett,attributable
2004,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,1381.85078155182,1381.85078155182,1381.85078155182,burnett,attributable
2004,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,94.3644945382849,94.3644945382849,94.3644945382849,burnett,attributable
2004,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,1080091.61900439,1080091.61900439,1080091.61900439,burnett,attributable
2004,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,36293.5659803492,36293.5659803492,36293.5659803492,burnett,attributable
2004,us,Black or African American,All Origins,A,666,wonder,YLL,crude rate,2788.13921641139,2788.13921641139,2788.13921641139,burnett,attributable
2004,us,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,18096.8909427371,18096.8909427371,18096.8909427371,burnett,attributable
2004,us,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,1115.23290251858,1115.23290251858,1115.23290251858,burnett,attributable
2004,us,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,89.2469168041662,89.2469168041662,89.2469168041662,burnett,attributable
2004,us,Black or African American,All Origins,F,666,wonder,YLL,absolute number,472495.938421392,472495.938421392,472495.938421392,burnett,attributable
2004,us,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,28233.1772407128,28233.1772407128,28233.1772407128,burnett,attributable
2004,us,Black or African American,All Origins,F,666,wonder,YLL,crude rate,2330.16852673936,2330.16852673936,2330.16852673936,burnett,attributable
2004,us,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,18445.9459860467,18445.9459860467,18445.9459860467,burnett,attributable
2004,us,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,1756.55262624265,1756.55262624265,1756.55262624265,burnett,attributable
2004,us,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,99.9159166913896,99.9159166913896,99.9159166913896,burnett,attributable
2004,us,Black or African American,All Origins,M,666,wonder,YLL,absolute number,606531.284025136,606531.284025136,606531.284025136,burnett,attributable
2004,us,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,46595.8167539938,46595.8167539938,46595.8167539938,burnett,attributable
2004,us,Black or African American,All Origins,M,666,wonder,YLL,crude rate,3285.39014974993,3285.39014974993,3285.39014974993,burnett,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,13970.3603389932,13970.3603389932,13970.3603389932,burnett,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,753.273673747359,753.273673747359,753.273673747359,burnett,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,36.7156694913697,36.7156694913697,36.7156694913697,burnett,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,441220.081466998,441220.081466998,441220.081466998,burnett,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,18448.4474962795,18448.4474962795,18448.4474962795,burnett,attributable
2004,us,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,1159.57572253036,1159.57572253036,1159.57572253036,burnett,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,6175.60173357623,6175.60173357623,6175.60173357623,burnett,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,591.646977173174,591.646977173174,591.646977173174,burnett,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,33.315389193596,33.315389193596,33.315389193596,burnett,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,166051.45249667,166051.45249667,166051.45249667,burnett,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,13606.7399133604,13606.7399133604,13606.7399133604,burnett,attributable
2004,us,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,895.794289325859,895.794289325859,895.794289325859,burnett,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,7795.35379012578,7795.35379012578,7795.35379012578,burnett,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,952.857287657392,952.857287657392,952.857287657392,burnett,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,39.9488298451608,39.9488298451608,39.9488298451608,burnett,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,275210.845731814,275210.845731814,275210.845731814,burnett,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,23866.4456983498,23866.4456983498,23866.4456983498,burnett,attributable
2004,us,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,1410.37232480832,1410.37232480832,1410.37232480832,burnett,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,216242.968353821,216242.968353821,216242.968353821,burnett,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,872.1707525081,872.1707525081,872.1707525081,burnett,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,108.872759017419,108.872759017419,108.872759017419,burnett,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,4445539.69821227,4445539.69821227,4445539.69821227,burnett,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,21083.1845252017,21083.1845252017,21083.1845252017,burnett,attributable
2004,us,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,2238.21461548708,2238.21461548708,2238.21461548708,burnett,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,111797.232807831,111797.232807831,111797.232807831,burnett,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,711.371317309604,711.371317309604,711.371317309604,burnett,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,110.448763849986,110.448763849986,110.448763849986,burnett,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,2005274.44477177,2005274.44477177,2005274.44477177,burnett,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,16559.6810678068,16559.6810678068,16559.6810678068,burnett,attributable
2004,us,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,1981.08734932387,1981.08734932387,1981.08734932387,burnett,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,104451.106219754,104451.106219754,104451.106219754,burnett,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,1070.3308169309,1070.3308169309,1070.3308169309,burnett,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,107.240426495694,107.240426495694,107.240426495694,burnett,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,2439186.01268558,2439186.01268558,2439186.01268558,burnett,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,26206.8343476337,26206.8343476337,26206.8343476337,burnett,attributable
2004,us,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,2504.32338890119,2504.32338890119,2504.32338890119,burnett,attributable
