Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2009,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,5.90557173284319,8.51565922013469,10.82582295635,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,47.6262813618188,68.6756846494595,87.3063123126492,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,9.42704403039858,13.5935177909405,17.2812242898076,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,150.611600424384,217.177459157824,276.094270822094,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,987.577702254478,1424.05774516838,1810.38210081967,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,240.42078445907,346.679637892607,440.728343558295,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1.77129223125013,2.55418874930484,3.24710591927006,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,22.0843711212107,31.8454805243843,40.484732516683,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,5.48184027992738,7.90476835016355,10.049226043792,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,45.3187201661784,65.3492197047871,83.0775870345705,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,492.684933906015,710.447600307371,903.182511048615,EPA,attributable
2009,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,140.253528615308,202.244428400554,257.110630832416,EPA,attributable
2009,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,950.787438558166,1369.80983854427,1741.23340328135,EPA,attributable
2009,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,173.508421521404,249.975476359604,317.756258708929,EPA,attributable
2009,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,74.7917154225864,107.753240601101,136.970502450063,EPA,attributable
2009,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,26737.0744830016,38520.3949857043,48965.1895973967,EPA,attributable
2009,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,4710.28564310671,6786.15992872805,8626.22534560569,EPA,attributable
2009,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,2103.21632877022,3030.12671697194,3851.74475120859,EPA,attributable
2009,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,466.317691910232,671.8065947928,853.963315629546,EPA,attributable
2009,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,137.677177209901,198.346400333174,252.126952882836,EPA,attributable
2009,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,68.7190263150481,99.0009512121972,125.844523115647,EPA,attributable
2009,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,11496.4377931276,16562.4913230508,21053.3211715201,EPA,attributable
2009,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,3574.89338833013,5150.21624876219,6546.66949996017,EPA,attributable
2009,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,1694.17550511322,2440.73578338646,3102.52807625269,EPA,attributable
2009,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,483.345895566181,696.388481854959,885.218159589845,EPA,attributable
2009,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,223.19336713549,321.569483728653,408.764869011465,EPA,attributable
2009,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,81.5552053477757,117.501992176802,149.363322302268,EPA,attributable
