Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2007,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,3.48966558673488,4.96341102673368,6.29861855955017,EPA,attributable
2007,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,25.295979423729,35.978904019064,45.6575913995749,EPA,attributable
2007,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,6.22409900072212,8.85264242198382,11.2340923529887,EPA,attributable
2007,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,101.190636548949,143.92517241722,182.642492691186,EPA,attributable
2007,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,619.681151810622,881.383096892585,1118.48402283435,EPA,attributable
2007,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,180.481631884976,256.70211071971,325.757562721719,EPA,attributable
2007,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,1306.76903947412,1857.19284848092,2356.54440836353,EPA,attributable
2007,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,246.956540167357,350.977032995041,445.345762151196,EPA,attributable
2007,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,105.056974698591,149.307992613432,189.453085286734,EPA,attributable
2007,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,37217.4497695194,52893.80101817,67115.5885229775,EPA,attributable
2007,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,6757.35840263294,9603.62338018255,12185.7915806157,EPA,attributable
2007,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,2992.07630474314,4252.3678993148,5395.72064561384,EPA,attributable
2007,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,642.606738541906,913.237528040175,1158.77633951455,EPA,attributable
2007,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,194.726003217083,276.73393874863,351.138373880396,EPA,attributable
2007,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,96.6571562610507,137.363860596178,174.296375998494,EPA,attributable
2007,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,15988.7828153163,22722.3830981948,28831.6665742793,EPA,attributable
2007,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,5075.75522791464,7213.38554244787,9152.82195238169,EPA,attributable
2007,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,2404.93942299867,3417.76828971495,4336.69106498934,EPA,attributable
2007,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,663.577313738881,943.131819085033,1196.72455014466,EPA,attributable
2007,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,321.041841129213,456.291632275043,578.980994299263,EPA,attributable
2007,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,114.600355373221,162.879651538943,206.675327638465,EPA,attributable
2007,1,Black or African American,All Origins,M,666,wonder,YLL,absolute number,21183.5583673842,30107.8525803652,38203.3620390564,EPA,attributable
2007,1,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,8922.66414918769,12681.6397967149,16091.5254619906,EPA,attributable
2007,1,Black or African American,All Origins,M,666,wonder,YLL,crude rate,3658.41819289028,5199.65124454528,6597.75247809401,EPA,attributable
2007,1,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,20.9398747194869,29.7845797698721,37.7972307384974,EPA,attributable
2007,1,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,42.8650186669206,60.9705924665262,77.3729080459031,EPA,attributable
2007,1,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,16.1684140493757,22.9977220235131,29.1845717649446,EPA,attributable
2007,1,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,1214.00472331887,1726.78303987381,2191.32240567833,EPA,attributable
2007,1,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,1451.09805580356,2064.02122151982,2619.28444052964,EPA,attributable
2007,1,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,937.375762150604,1333.30994268735,1691.99713204155,EPA,attributable
2007,1,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,2.08886897782511,2.9715494862933,3.77102220916122,EPA,attributable
2007,1,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,1.15179939986743,1.63850818376965,2.07933631238134,EPA,attributable
2007,1,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,3.67797474702452,5.2321539005763,6.63982499764274,EPA,attributable
2007,1,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,185.641744674917,264.087234230317,335.137890192346,EPA,attributable
2007,1,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,102.362595441261,145.617327428468,184.794558631575,EPA,attributable
2007,1,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,326.868585898013,464.991432599074,590.093830672865,EPA,attributable
2007,1,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,10.4915912621918,14.921516407413,18.9354245695002,EPA,attributable
2007,1,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,14.2737513213935,20.3006397423275,25.7615393809753,EPA,attributable
2007,1,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,14.4279759371148,20.5199835078633,26.0398869170898,EPA,attributable
2007,1,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,733.00652178781,1042.50809703318,1322.94418981827,EPA,attributable
2007,1,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,954.652305850201,1357.7406600324,1722.97474003476,EPA,attributable
2007,1,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,1008.02635118034,1433.65113664368,1819.30523786497,EPA,attributable
2007,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,4036.93430289877,5746.75251340667,7293.57888141176,EPA,attributable
2007,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,190.661303204842,271.414702640825,344.470122676691,EPA,attributable
2007,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,125.71725094527,178.964004276595,227.134904292386,EPA,attributable
2007,1,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,91092.2208422956,129673.759788799,164577.436328154,EPA,attributable
2007,1,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,4954.01465262126,7052.25649472715,8950.47923435797,EPA,attributable
2007,1,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,2836.77234444209,4038.26948302802,5125.23150251389,EPA,attributable
2007,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,2020.81843372683,2876.65306647616,3650.93581643739,EPA,attributable
2007,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,155.134638810075,220.835542175185,280.275852470941,EPA,attributable
2007,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,123.166262803911,175.328273766713,222.519803235486,EPA,attributable
2007,1,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,39704.5711369763,56519.8111854432,71732.7387859071,EPA,attributable
2007,1,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,3824.49437994036,5444.20186502687,6909.56855818906,EPA,attributable
2007,1,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,2419.94211927029,3444.80919310275,4372.01740121478,EPA,attributable
2007,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,2016.07175255752,2870.03982185359,3642.56795260037,EPA,attributable
2007,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,232.238544722792,330.610193153193,419.600482618068,EPA,attributable
2007,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,128.379668883781,182.758754268255,231.95189707325,EPA,attributable
2007,1,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,51380.8226633763,73144.7216282941,92833.0739094154,EPA,attributable
2007,1,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,6195.68774620546,8820.05837977863,11194.1519938551,EPA,attributable
2007,1,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,3271.83444345804,4657.71872024125,5911.43607604031,EPA,attributable
2007,2,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,46.6634622283094,67.6558955177025,86.0549341222057,EPA,attributable
2007,2,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,128.639971812182,186.511074762155,237.232810664954,EPA,attributable
2007,2,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,40.1240453217677,58.1745993204548,73.9951969270372,EPA,attributable
2007,2,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,1640.68894534471,2378.78362561682,3025.69445910112,EPA,attributable
2007,2,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,3682.02872474633,5338.45837404427,6790.25353484993,EPA,attributable
2007,2,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1410.76282080922,2045.42092350412,2601.67368235148,EPA,attributable
