Year,Race,Hispanic.Origin,Education,Gender.Code,STATEFP,measure1,measure2,attr,mean,lower,upper,source,method
2000,American Indian or Alaska Native,All Origins,666,A,2,Deaths,absolute number,attributable,0.289622276846081,0.133434909425455,0.550025325824039,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,2,Deaths,age-adjusted rate,attributable,1.1200908310704,0.51604876606778,2.12717865152144,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,2,Deaths,crude rate,attributable,0.268253224946817,0.123589749944848,0.509443089328158,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,2,YLL,absolute number,attributable,7.43775937981671,3.42672794365749,14.1251428268365,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,2,YLL,age-adjusted rate,attributable,28.7649354040125,13.2525943517228,54.6278523192043,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,2,YLL,crude rate,attributable,6.8889829944767,3.17389543343043,13.0829546587227,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,4,Deaths,absolute number,attributable,2.31622181489435,1.04295973739171,4.58961905279011,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,4,Deaths,age-adjusted rate,attributable,4.07561722800735,1.81243145492404,8.15618219390805,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,4,Deaths,crude rate,attributable,0.827216168061068,0.372482959904468,1.63913795358251,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,4,YLL,absolute number,attributable,56.0999662707694,25.0678747033616,111.93755581065,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,4,YLL,age-adjusted rate,attributable,94.0578721084848,41.9108845037187,186.857728776318,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,4,YLL,crude rate,attributable,20.0355591284239,8.95274844585453,39.977412950854,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,6,Deaths,absolute number,attributable,14.4152487454258,11.173087153573,18.6124701780624,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,6,Deaths,age-adjusted rate,attributable,15.2811792293167,11.6051868811903,19.7510446371763,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,6,Deaths,crude rate,attributable,3.01884968323585,2.33987433793213,3.89783420970171,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,6,YLL,absolute number,attributable,320.084270983201,246.230672980547,412.042408888916,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,6,YLL,age-adjusted rate,attributable,326.651398832974,251.094637325206,420.195068251303,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,6,YLL,crude rate,attributable,67.0322321266243,51.5657691558145,86.2901582568073,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,26,Deaths,absolute number,attributable,2.89938574028114,1.92219996500741,4.24360616788856,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,26,Deaths,age-adjusted rate,attributable,22.4668808390016,14.8325450647512,32.5691800326224,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,26,Deaths,crude rate,attributable,3.92211695833714,2.60023803501895,5.74049857676609,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,26,YLL,absolute number,attributable,64.3169458926665,42.3339381792003,94.618379069476,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,26,YLL,age-adjusted rate,attributable,450.514260146115,298.091954482359,660.243911884002,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,26,YLL,crude rate,attributable,87.0041473576464,57.2668391580547,127.99412784681,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,35,Deaths,absolute number,attributable,0.473716583975656,0.0802618777061194,1.24002442540402,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,35,Deaths,age-adjusted rate,attributable,1.41988816726446,0.236101450827943,3.66144145449278,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,35,Deaths,crude rate,attributable,0.255825170098965,0.0433445000897108,0.669660869572082,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,35,YLL,absolute number,attributable,9.80262165502066,1.66073017969636,25.6709143479009,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,35,YLL,age-adjusted rate,attributable,28.299105226064,4.79556268911617,74.0213093578691,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,35,YLL,crude rate,attributable,5.29379261174511,0.896858153336549,13.8632808134604,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,37,Deaths,absolute number,attributable,7.27882334645613,5.49594831413482,9.54293807355618,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,37,Deaths,age-adjusted rate,attributable,25.9203421063033,18.877495062029,34.3123495136315,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,37,Deaths,crude rate,attributable,6.78431465150774,5.12256458176963,8.8946099540085,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,37,YLL,absolute number,attributable,166.407364887127,124.33396428983,217.287341175495,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,37,YLL,age-adjusted rate,attributable,583.465890016227,434.829411418959,763.887124519303,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,37,YLL,crude rate,attributable,155.101981458609,115.886963518935,202.525273956785,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,38,Deaths,absolute number,attributable,0.103734399106078,0.0157676724384305,0.28665109779245,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,38,Deaths,age-adjusted rate,attributable,2.88915139145961,0.439152230678913,7.98364308452391,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,38,Deaths,crude rate,attributable,0.316668902576708,0.0481338068210223,0.875056773284236,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,38,YLL,absolute number,attributable,1.3733111589467,0.208743875675896,3.7948949886926,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,38,YLL,age-adjusted rate,attributable,38.2486800903964,5.8138155140897,105.693253457926,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,38,YLL,crude rate,attributable,4.19229244443098,0.637230220635863,11.5846357796343,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,40,Deaths,absolute number,attributable,16.3732937098791,11.841339176733,22.3301297319912,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,40,Deaths,age-adjusted rate,attributable,18.2165826020364,13.1006942098298,24.8506244115085,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,40,Deaths,crude rate,attributable,5.21909534005881,3.77450494765476,7.11787610313408,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,40,YLL,absolute number,attributable,412.894296249783,298.100024859773,561.838432121841,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,40,YLL,age-adjusted rate,attributable,440.508277993417,318.998095754107,601.320119841089,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,40,YLL,crude rate,attributable,131.612779668998,95.0213486782035,179.089705157112,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,53,Deaths,absolute number,attributable,1.16959131552518,0.542330065883262,2.11087491073601,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,53,Deaths,age-adjusted rate,attributable,5.42485458959992,2.54912605361418,9.90731814160391,wonder,GBD
2000,American Indian or Alaska Native,All Origins,666,A,53,Deaths,crude rate,attributable,1.04099696094024,0.482701900156883,1.87878820390734,wonder,GBD
