Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2016,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,3.25532214027176,4.72757713137971,6.01508575281906,EPA,attributable
2016,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,16.1918234905716,23.514752504025,29.9187615214535,EPA,attributable
2016,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,8.75321898432848,12.7119578687274,16.1739331885428,EPA,attributable
2016,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,90.3549276477004,131.218930492414,166.955101391381,EPA,attributable
2016,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,443.116460630777,643.520719470514,818.777188348333,EPA,attributable
2016,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,242.954900908041,352.833908288287,448.924714685079,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,12.9795185970452,18.8297956683715,23.9550359577713,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,46.0195908362879,66.7620671529857,84.9338860299609,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,16.3155614458854,23.6694979050086,30.1120460042629,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,406.306112716195,589.441050841278,749.879702178972,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,1196.95381804187,1736.45853270215,2209.10132657091,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,510.736380420845,740.941323194948,942.616497402954,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,3.64984378183104,5.29486497844803,6.7360508513031,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,26.0485330451464,37.7888681283502,48.0744529580741,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,8.68989734013723,12.60652122199,16.037834459425,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,55.683876111469,80.7811575264031,102.768623400189,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,425.503899566644,617.282774463904,785.298241852634,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,132.577500801098,192.331510026912,244.681372824908,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,1.54272933618369,2.23812540201451,2.84732168204329,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,18.457717920859,26.7776636983418,34.066287069583,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,4.10824812575547,5.96006977528363,7.58234363560739,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,32.4009014806433,47.0058350166504,59.80037271593,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,368.328343917571,534.354927639552,679.801216681292,EPA,attributable
2016,1,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,86.2827585232299,125.175316938247,159.24683829338,EPA,attributable
2016,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,868.570414462959,1258.94367937177,1601.45139496104,EPA,attributable
2016,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,136.262816364174,197.505243718372,251.238441597913,EPA,attributable
2016,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,65.3233347820595,94.6824783229675,120.441755634652,EPA,attributable
2016,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,24528.1865413217,35552.2187936159,45224.5412673325,EPA,attributable
2016,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,3785.68230368167,5487.13233719389,6979.95937365521,EPA,attributable
2016,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,1844.71277671397,2673.80681154831,3401.24162690671,EPA,attributable
2016,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,420.23279087721,609.084049452535,774.788369280036,EPA,attributable
2016,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,108.571871123437,157.363719243472,200.175295225807,EPA,attributable
2016,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,59.2760466832562,85.9145105597545,109.28797691208,EPA,attributable
2016,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,10327.5457779537,14968.7114853931,19041.0232748918,EPA,attributable
2016,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,2833.60849377833,4107.02299635133,5224.35885950192,EPA,attributable
2016,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,1456.7546820408,2111.4155298167,2685.83653879891,EPA,attributable
2016,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,446.506048769695,647.209116874288,823.292031680066,EPA,attributable
2016,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,172.418775908632,249.92047475247,317.915075750351,EPA,attributable
2016,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,71.9351913417456,104.269834168558,132.638001192201,EPA,attributable
2016,1,Black or African American,All Origins,M,666,wonder,YLL,absolute number,14051.6155512057,20367.7726575293,25909.1296689383,EPA,attributable
2016,1,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,4937.74503202575,7157.24593280065,9104.48167619659,EPA,attributable
2016,1,Black or African American,All Origins,M,666,wonder,YLL,crude rate,2263.81178065069,3281.38807382711,4174.13874989742,EPA,attributable
2016,1,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,15.4155155057509,22.3674350503125,28.456100419801,EPA,attributable
2016,1,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,32.9083131581508,47.7489420905634,60.7467368525722,EPA,attributable
2016,1,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,8.83542275969539,12.8199244874953,16.309650962207,EPA,attributable
2016,1,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,621.74340072372,902.13039768019,1147.70035680885,EPA,attributable
2016,1,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,963.599319452856,1398.15273672466,1778.74551055869,EPA,attributable
2016,1,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,356.353038689845,517.057210633212,657.8059520667,EPA,attributable
2016,1,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,2.43402565104072,3.53199278004652,4.49348290443255,EPA,attributable
2016,1,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,8.12216122104491,11.7859952621447,14.9944157647663,EPA,attributable
2016,1,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,2.98569195324107,4.33251080069002,5.51192044506772,EPA,attributable
2016,1,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,92.4041220290349,134.086792270879,170.588318351959,EPA,attributable
2016,1,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,154.875722775127,224.738771513088,285.917862987233,EPA,attributable
2016,1,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,113.347303250659,164.477254604074,209.251767417734,EPA,attributable
2016,1,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,6.22450171867079,9.03089410041925,11.489109575702,EPA,attributable
2016,1,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,17.1183563625642,24.8363757407023,31.5968539964376,EPA,attributable
2016,1,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,6.69654088570407,9.71575787287846,12.3603937297093,EPA,attributable
2016,1,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,319.198527153165,463.113069289281,589.172759622686,EPA,attributable
2016,1,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,739.912133146945,1073.51052663735,1365.72081723708,EPA,attributable
2016,1,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,343.405156645077,498.233552397802,633.853061960265,EPA,attributable
2016,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,2743.05312164806,3981.90267681429,5066.08685012742,EPA,attributable
2016,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,115.640473582866,167.867369273195,213.573947196721,EPA,attributable
