Year,Race,Hispanic.Origin,Education,Gender.Code,STATEFP,measure1,measure2,attr,mean,lower,upper,source,method
2004,American Indian or Alaska Native,All Origins,666,A,2,Deaths,absolute number,attributable,0.738861686552153,0.304605265665238,1.4235867544689,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,2,Deaths,age-adjusted rate,attributable,2.64822733077442,1.09169498157627,5.10253622359429,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,2,Deaths,crude rate,attributable,0.655478292910951,0.270229385531745,1.26292949358939,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,2,YLL,absolute number,attributable,17.3478483066703,7.1499992589672,33.4277341365574,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,2,YLL,age-adjusted rate,attributable,62.3129322681524,25.6809240936154,120.07412974634,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,2,YLL,crude rate,attributable,15.390076655344,6.34309424061816,29.6552852942729,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,4,Deaths,absolute number,attributable,1.57988414248875,0.65671877326611,3.65849580881738,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,4,Deaths,age-adjusted rate,attributable,2.36010690231463,0.963293402269108,5.53747317655847,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,4,Deaths,crude rate,attributable,0.515870429473626,0.214434581939982,1.19458747218581,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,4,YLL,absolute number,attributable,37.1170130998088,15.3892426306972,84.4783360539894,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,4,YLL,age-adjusted rate,attributable,53.289963437519,21.9861036206701,122.824200227827,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,4,YLL,crude rate,attributable,12.1196035668881,5.02496036998367,27.5842223675583,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,6,Deaths,absolute number,attributable,17.5284029644277,13.6413735137382,22.7093682983144,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,6,Deaths,age-adjusted rate,attributable,14.3987702415015,11.0412285122601,18.6762832955767,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,6,Deaths,crude rate,attributable,3.14348791528626,2.44640044363233,4.0726257237701,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,6,YLL,absolute number,attributable,433.422539912879,332.843943542057,561.673609596347,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,6,YLL,age-adjusted rate,attributable,319.609106763311,246.19952447393,412.742524661606,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,6,YLL,crude rate,attributable,77.7286167595414,59.6911718839435,100.728754792121,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,26,Deaths,absolute number,attributable,2.34279421126013,1.4659780226574,3.64985833216654,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,26,Deaths,age-adjusted rate,attributable,14.5954845325889,8.83796581727616,22.7877506773292,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,26,Deaths,crude rate,attributable,2.99413926751544,1.87355011458401,4.6645941417664,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,26,YLL,absolute number,attributable,48.7933036207684,29.756140916627,76.3774241240853,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,26,YLL,age-adjusted rate,attributable,285.698809199709,172.546102719383,445.087018844508,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,26,YLL,crude rate,attributable,62.3588472519598,38.0289611183026,97.6119215347561,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,27,Deaths,absolute number,attributable,0.389536406873405,0.155550016037592,0.791915766961567,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,27,Deaths,age-adjusted rate,attributable,2.83458343577609,1.13190831746353,5.76262263539515,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,27,Deaths,crude rate,attributable,0.571880506310511,0.228363820065465,1.16261582171558,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,27,YLL,absolute number,attributable,10.0036436960356,3.99466368199672,20.3371059294358,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,27,YLL,age-adjusted rate,attributable,72.7946405466634,29.0684190352563,147.989308783498,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,27,YLL,crude rate,attributable,14.6864034295465,5.86458736254382,29.8570152381059,wonder,GBD
2004,American Indian or Alaska Native,All Origins,666,A,35,Deaths,absolute number,attributable,0.324571567584349,0.0553859932040379,0.975447210117646,wonder,GBD
